section id,recording id,fixation id,start timestamp [ns],end timestamp [ns],duration [ms],fixation detected on surface,fixation x [normalized],fixation y [normalized]
9d485631-d3e7-4b9e-9846-86c24d17cd85,12cadca8-c51a-4d86-af40-408bb0fd9381,357,1649868483220787069,1649868484340687069,1119,false,1.39461,0.589228
9d485631-d3e7-4b9e-9846-86c24d17cd85,12cadca8-c51a-4d86-af40-408bb0fd9381,363,1649868486481032069,1649868486708755069,227,false,2.514885,0.644043
9d485631-d3e7-4b9e-9846-86c24d17cd85,12cadca8-c51a-4d86-af40-408bb0fd9381,364,1649868486772531069,1649868488172581069,1400,false,1.244866,0.596853
9d485631-d3e7-4b9e-9846-86c24d17cd85,12cadca8-c51a-4d86-af40-408bb0fd9381,367,1649868489796754069,1649868491068793069,1272,false,2.517462,0.774558
9d485631-d3e7-4b9e-9846-86c24d17cd85,12cadca8-c51a-4d86-af40-408bb0fd9381,368,1649868491088732069,1649868491368846069,280,false,2.448272,0.617516
9d485631-d3e7-4b9e-9846-86c24d17cd85,12cadca8-c51a-4d86-af40-408bb0fd9381,369,1649868491552895069,1649868492104932069,552,false,1.306622,0.577815
9d485631-d3e7-4b9e-9846-86c24d17cd85,12cadca8-c51a-4d86-af40-408bb0fd9381,378,1649868495861396069,1649868495996706069,135,false,1.409569,0.631722
9d485631-d3e7-4b9e-9846-86c24d17cd85,12cadca8-c51a-4d86-af40-408bb0fd9381,379,1649868496040698069,1649868496348727069,308,false,1.234965,0.254179
9d485631-d3e7-4b9e-9846-86c24d17cd85,12cadca8-c51a-4d86-af40-408bb0fd9381,380,1649868496380790069,1649868496681103069,300,false,1.391119,0.597865
9d485631-d3e7-4b9e-9846-86c24d17cd85,12cadca8-c51a-4d86-af40-408bb0fd9381,381,1649868496716671069,1649868496924692069,208,false,1.214235,0.256536
9d485631-d3e7-4b9e-9846-86c24d17cd85,12cadca8-c51a-4d86-af40-408bb0fd9381,382,1649868496964630069,1649868498152754069,1188,false,1.383385,0.603988
9d485631-d3e7-4b9e-9846-86c24d17cd85,12cadca8-c51a-4d86-af40-408bb0fd9381,383,1649868498208471069,1649868498688771069,480,false,2.649037,0.347841
9d485631-d3e7-4b9e-9846-86c24d17cd85,12cadca8-c51a-4d86-af40-408bb0fd9381,384,1649868498856830069,1649868499240904069,384,false,1.320854,0.595562
9d485631-d3e7-4b9e-9846-86c24d17cd85,12cadca8-c51a-4d86-af40-408bb0fd9381,385,1649868499272624069,1649868499401314069,128,false,1.48648,0.78559
9d485631-d3e7-4b9e-9846-86c24d17cd85,12cadca8-c51a-4d86-af40-408bb0fd9381,386,1649868499420674069,1649868500028896069,608,false,1.703555,0.817824
9d485631-d3e7-4b9e-9846-86c24d17cd85,12cadca8-c51a-4d86-af40-408bb0fd9381,387,1649868500052706069,1649868500493043069,440,false,1.483992,0.607883
9d485631-d3e7-4b9e-9846-86c24d17cd85,12cadca8-c51a-4d86-af40-408bb0fd9381,389,1649868500804673069,1649868501920756069,1116,false,3.148666,-0.465789
9d485631-d3e7-4b9e-9846-86c24d17cd85,12cadca8-c51a-4d86-af40-408bb0fd9381,392,1649868503136722069,1649868503504560069,367,false,1.629548,0.774288
9d485631-d3e7-4b9e-9846-86c24d17cd85,12cadca8-c51a-4d86-af40-408bb0fd9381,395,1649868504604711069,1649868505088724069,484,false,1.328842,0.577822
9d485631-d3e7-4b9e-9846-86c24d17cd85,12cadca8-c51a-4d86-af40-408bb0fd9381,397,1649868505852981069,1649868506400997069,548,false,1.381199,0.58624
9d485631-d3e7-4b9e-9846-86c24d17cd85,12cadca8-c51a-4d86-af40-408bb0fd9381,398,1649868506428811069,1649868506728651069,299,false,1.223851,0.269299
9d485631-d3e7-4b9e-9846-86c24d17cd85,12cadca8-c51a-4d86-af40-408bb0fd9381,400,1649868507024532069,1649868507220718069,196,false,1.326103,0.577445
9d485631-d3e7-4b9e-9846-86c24d17cd85,12cadca8-c51a-4d86-af40-408bb0fd9381,404,1649868508376756069,1649868508924682069,547,false,1.392536,0.612324
9d485631-d3e7-4b9e-9846-86c24d17cd85,12cadca8-c51a-4d86-af40-408bb0fd9381,407,1649868511024721069,1649868512000709069,975,false,4.415536,4.196916
9d485631-d3e7-4b9e-9846-86c24d17cd85,12cadca8-c51a-4d86-af40-408bb0fd9381,415,1649868515692597069,1649868517000581069,1307,false,7.90095,-1.435828
